"","test_id","gene_id","gene","locus","sample_1","sample_2","status","value_1","value_2","log2.fold_change.","test_stat","p_value","q_value","significant"
"20147","XLOC_020147","XLOC_020147","Rsbn1","2:206392199-206451762","ZL","ZDF","OK",3.19878,5.13635,0.68322,1.46337,0.03825,0.329715,"no"
"20152","XLOC_020152","XLOC_020152","Slc16a1","2:207108416-207131977","ZL","ZDF","OK",87.6001,36.2239,-1.27399,-1.65482,0.01745,0.228179,"no"
"20176","XLOC_020176","XLOC_020176","AC113635.3,Kcna2","2:209839075-209852610","ZL","ZDF","OK",12.747,1.38232,-3.205,-1.20365,8e-04,0.037335,"yes"
"20185","XLOC_020185","XLOC_020185","Gnat2","2:210880634-210889993","ZL","ZDF","OK",0.788854,3.07049,1.96064,2.93746,5e-05,0.00520877,"yes"
"20187","XLOC_020187","XLOC_020187","Amigo1","2:210977371-210982775","ZL","ZDF","OK",8.48269,4.4745,-0.922795,-1.9469,0.0057,0.119667,"no"
"20218","XLOC_020218","XLOC_020218","Extl2","2:218951140-218972979","ZL","ZDF","OK",2.22091,1.00201,-1.14825,-1.85847,0.00935,0.161574,"no"
"20220","XLOC_020220","XLOC_020220","Dbt","2:219563782-219592650","ZL","ZDF","OK",31.6823,10.8926,-1.54033,-3.1007,5e-05,0.00520877,"yes"
"20256","XLOC_020256","XLOC_020256","Sec24d","2:227455707-227563097","ZL","ZDF","OK",13.4871,6.89217,-0.968549,-2.05795,0.0035,0.0887353,"no"
"20278","XLOC_020278","XLOC_020278","Elovl6","2:234375314-234483149","ZL","ZDF","OK",0.225069,0.902527,2.0036,2.52716,0.00165,0.0590695,"no"
"20279","XLOC_020279","XLOC_020279","Cfi","2:235264218-235305781","ZL","ZDF","OK",0.152295,0.500711,1.71711,1.8177,0.0223,0.258805,"no"
"20289","XLOC_020289","XLOC_020289","Dkk2","2:237148940-237241350","ZL","ZDF","OK",0.653602,2.57713,1.97928,3.4547,5e-05,0.00520877,"yes"
"20292","XLOC_020292","XLOC_020292","Tbck","2:237751653-237958497","ZL","ZDF","OK",1.71091,1.02724,-0.735985,-1.48873,0.0362,0.322364,"no"
"20295","XLOC_020295","XLOC_020295","Ppa2","2:238529073-238606976","ZL","ZDF","OK",54.4876,24.5077,-1.15269,-2.20273,0.00205,0.0679654,"no"
"20302","XLOC_020302","XLOC_020302","Cenpe","2:240396151-240454747","ZL","ZDF","OK",0.415279,0.162074,-1.35743,-2.12048,0.0065,0.130243,"no"
"20304","XLOC_020304","XLOC_020304","Slc9b2","2:240485988-240519145","ZL","ZDF","OK",0.469539,1.07237,1.19148,1.58184,0.0288,0.292403,"no"
"20315","XLOC_020315","XLOC_020315","Lamtor3","2:243160837-243173342","ZL","ZDF","OK",37.7423,22.9177,-0.719721,-1.53023,0.0325,0.308322,"no"
"20317","XLOC_020317","XLOC_020317","AABR07013550.1","2:243312999-243353225","ZL","ZDF","OK",10.6091,4.90873,-1.11189,-1.24523,0.03265,0.308414,"no"
"20338","XLOC_020338","XLOC_020338","Gbp1","2:248343351-248545549","ZL","ZDF","OK",23.5331,47.3825,1.00967,1.70644,0.0145,0.208045,"no"
"20341","XLOC_020341","XLOC_020341","Ccbl2","2:248644435-248690579","ZL","ZDF","OK",14.2579,5.86538,-1.28147,-2.16764,0.002,0.0673231,"no"
"20354","XLOC_020354","XLOC_020354","Ddah1","2:251634318-251766115","ZL","ZDF","OK",14.9818,5.18422,-1.53101,-3.08644,5e-05,0.00520877,"yes"
"20365","XLOC_020365","XLOC_020365","Ttll7","2:252732315-252854744","ZL","ZDF","OK",4.08267,7.72499,0.920019,1.89983,0.00665,0.132164,"no"
"20373","XLOC_020373","XLOC_020373","Adgrl4","2:256609786-256724775","ZL","ZDF","OK",12.0609,19.9735,0.727755,1.4854,0.03505,0.318361,"no"
"20375","XLOC_020375","XLOC_020375","Ifi44l","2:256948764-256979571","ZL","ZDF","OK",2.38058,6.56809,1.46416,2.35994,0.00125,0.0495961,"yes"
"20411","XLOC_020411","XLOC_020411","Wls","2:266314961-266432558","ZL","ZDF","OK",42.5313,23.7816,-0.83868,-1.59463,0.02555,0.276657,"no"
"20430","XLOC_020430","XLOC_020430","Adgrv1","2:8926848-9504134","ZL","ZDF","OK",5.10354,11.3746,1.15624,1.82617,0.0097,0.164773,"no"
"20449","XLOC_020449","XLOC_020449","Xrcc4","2:18677098-18927365","ZL","ZDF","OK",4.89334,1.99819,-1.29213,-2.19146,0.00255,0.0731743,"no"
"20451","XLOC_020451","XLOC_020451","Atg10","2:19853545-20152884","ZL","ZDF","OK",9.12822,4.30013,-1.08596,-2.15708,0.00315,0.0831214,"no"
"20506","XLOC_020506","XLOC_020506","AABR07007798.1,AABR07007799.1","2:28834123-28843090","ZL","ZDF","OK",1.12056,3.75073,1.74295,1.88279,0.0119,0.186972,"no"
"20512","XLOC_020512","XLOC_020512","Ptcd2","2:29570416-29598277","ZL","ZDF","OK",11.8556,7.3255,-0.694573,-1.45267,0.04135,0.341826,"no"
"20517","XLOC_020517","XLOC_020517","Mccc2","2:30175011-30246010","ZL","ZDF","OK",98.3349,45.4961,-1.11196,-1.44205,0.034,0.314675,"no"
"20534","XLOC_020534","XLOC_020534","AABR07007874.1","2:32297365-32297914","ZL","ZDF","OK",0,0.711913,Inf,NA,0.0034,0.0872058,"no"
"20603","XLOC_020603","XLOC_020603","Gzmk","2:45068966-45077219","ZL","ZDF","OK",0.516365,1.29715,1.32889,1.59484,0.03135,0.304375,"no"
"20645","XLOC_020645","XLOC_020645","Osmr","2:56108910-56163243","ZL","ZDF","OK",4.87556,10.9124,1.16233,2.41645,0.00075,0.0360739,"yes"
"20660","XLOC_020660","XLOC_020660","Rai14","2:60546089-60683451","ZL","ZDF","OK",4.06161,6.88923,0.76229,1.61701,0.0219,0.257012,"no"
"20667","XLOC_020667","XLOC_020667","Npr3","2:61883939-61950743","ZL","ZDF","OK",7.27644,3.10686,-1.22777,-2.50585,2e-04,0.014703,"yes"
"20698","XLOC_020698","XLOC_020698","Fam105a","2:80383642-80408672","ZL","ZDF","OK",1.4086,2.61054,0.890086,1.44914,0.04175,0.343453,"no"
"20699","XLOC_020699","XLOC_020699","Trio","2:80471395-80768513","ZL","ZDF","OK",10.5267,21.777,1.04875,1.77804,0.0109,0.176821,"no"
"20739","XLOC_020739","XLOC_020739","Fabp5","2:93981655-93985378","ZL","ZDF","OK",75.6977,120.485,0.670535,1.41649,0.04985,0.372578,"no"
"20749","XLOC_020749","XLOC_020749","Pkia","2:96591787-96668267","ZL","ZDF","OK",67.7417,30.5792,-1.14749,-1.65094,0.01965,0.243476,"no"
"20765","XLOC_020765","XLOC_020765","Armc1","2:103926512-103979586","ZL","ZDF","OK",14.8146,8.60679,-0.783473,-1.50613,0.03385,0.314544,"no"
"20771","XLOC_020771","XLOC_020771","LOC100911693","2:104996716-105001497","ZL","ZDF","OK",0.752055,0.258029,-1.5433,-2.31946,0.00205,0.0679654,"no"
"20772","XLOC_020772","XLOC_020772","Cpa3","2:105016578-105047984","ZL","ZDF","OK",1.34997,0.348328,-1.95441,-2.4295,0.0042,0.0993759,"no"
"20799","XLOC_020799","XLOC_020799","Gpr160","2:116105110-116161998","ZL","ZDF","OK",0.659349,2.67028,2.01788,2.81483,1e-04,0.00897184,"yes"
"20880","XLOC_020880","XLOC_020880","Frem2","2:142745297-142885604","ZL","ZDF","OK",0.886074,0.226694,-1.96668,-3.65598,5e-05,0.00520877,"yes"
"20919","XLOC_020919","XLOC_020919","Igsf10","2:149533150-149564113","ZL","ZDF","OK",1.29029,0.472244,-1.45009,-2.91616,5e-05,0.00520877,"yes"
"20957","XLOC_020957","XLOC_020957","Ccnl1","2:157747272-157760171","ZL","ZDF","OK",17.0797,38.3774,1.16797,2.01145,0.0053,0.115004,"no"
"20958","XLOC_020958","XLOC_020958","Veph1","2:157863686-158156444","ZL","ZDF","OK",4.91301,1.65802,-1.56714,-2.9141,5e-05,0.00520877,"yes"
"20965","XLOC_020965","XLOC_020965","Rarres1","2:164650721-164684985","ZL","ZDF","OK",1.707,0.73662,-1.21247,-1.53168,0.0364,0.322364,"no"
"20991","XLOC_020991","XLOC_020991","Bche","2:171100134-171196395","ZL","ZDF","OK",8.9406,5.43632,-0.717741,-1.45324,0.0467,0.36311,"no"
"20992","XLOC_020992","XLOC_020992","Schip1","2:172299256-172461083","ZL","ZDF","OK",62.1037,36.3238,-0.773764,-1.44456,0.0462,0.361396,"no"
"21020","XLOC_021020","XLOC_021020","Gucy1a3","2:181045406-181102918","ZL","ZDF","OK",6.49898,11.2861,0.796257,1.67923,0.01755,0.22867,"no"
"21044","XLOC_021044","XLOC_021044","Fam160a1","2:184692633-185168768","ZL","ZDF","OK",1.59482,0.692809,-1.20287,-1.61555,0.0167,0.223558,"no"
"21106","XLOC_021106","XLOC_021106","Zbtb7b","2:188704686-188718704","ZL","ZDF","OK",9.77556,5.44272,-0.844852,-1.7867,0.01035,0.171313,"no"
"21107","XLOC_021107","XLOC_021107","Flad1,Lenep","2:188725498-188736503","ZL","ZDF","OK",24.6099,15.3903,-0.677215,-1.38162,0.04505,0.356588,"no"
"21126","XLOC_021126","XLOC_021126","S100a9","2:190097553-190100276","ZL","ZDF","OK",1.60161,9.34374,2.54447,3.22261,0.00015,0.0121666,"yes"
"21193","XLOC_021193","XLOC_021193","Ecm1,Tars2","2:197855459-197879411","ZL","ZDF","OK",102.41,57.3774,-0.835809,-1.39705,0.0482,0.367494,"no"
"21207","XLOC_021207","XLOC_021207","Hist1h4b","2:198411954-198412350","ZL","ZDF","OK",4.77586,0.596685,-3.00072,-2.19967,0.0229,0.263542,"no"
"21209","XLOC_021209","XLOC_021209","U1","2:198514527-198524495","ZL","ZDF","OK",0.816096,2.42236,1.5696,1.78644,0.02125,0.253443,"no"
"21215","XLOC_021215","XLOC_021215","Polr3gl","2:198701661-198719209","ZL","ZDF","OK",13.7848,25.0946,0.864297,1.77131,0.0147,0.209682,"no"
"21242","XLOC_021242","XLOC_021242","Fam46c","2:202794274-202816562","ZL","ZDF","OK",2.76628,0.689798,-2.0037,-3.8133,5e-05,0.00520877,"yes"
"21249","XLOC_021249","XLOC_021249","Cd101","2:203375921-203413125","ZL","ZDF","OK",0.223863,0.657451,1.55426,2.15272,0.0038,0.0938515,"no"
"21269","XLOC_021269","XLOC_021269","AABR07012762.1","2:206752979-206778070","ZL","ZDF","OK",0.973782,0,-Inf,NA,0.0208,0.25135,"no"
"21311","XLOC_021311","XLOC_021311","Gstm7","2:210720703-210782856","ZL","ZDF","OK",431.532,210.587,-1.03506,-1.52803,0.0316,0.305399,"no"
"21317","XLOC_021317","XLOC_021317","Ampd2","2:210861624-210874304","ZL","ZDF","OK",5.40437,9.56818,0.824118,1.73437,0.01295,0.196313,"no"
"21318","XLOC_021318","XLOC_021318","Gnai3","2:210895760-210934782","ZL","ZDF","OK",21.1288,34.2232,0.695765,1.39915,0.0496,0.372102,"no"
"21321","XLOC_021321","XLOC_021321","Sypl2","2:211003045-211017778","ZL","ZDF","OK",0.460542,0.170217,-1.43595,-1.7302,0.01945,0.242915,"no"
"21325","XLOC_021325","XLOC_021325","SCARNA2","2:211343406-211344459","ZL","ZDF","OK",21.6352,3.84501,-2.49232,-3.38406,5e-05,0.00520877,"yes"
"21343","XLOC_021343","XLOC_021343","S1pr1","2:218654553-218658761","ZL","ZDF","OK",28.7104,67.541,1.23419,2.38194,0.00135,0.0524282,"no"
"21347","XLOC_021347","XLOC_021347","Cdc14a","2:219302574-219458271","ZL","ZDF","OK",3.11238,5.87549,0.916689,1.96369,0.0055,0.117374,"no"
"21376","XLOC_021376","XLOC_021376","Fnbp1l","2:226688004-226779460","ZL","ZDF","OK",5.82079,9.29168,0.674725,1.43216,0.0399,0.335646,"no"
"21382","XLOC_021382","XLOC_021382","Synpo2","2:227255235-227412074","ZL","ZDF","OK",45.377,17.6157,-1.3651,-2.2926,0.00145,0.0545761,"no"
"21394","XLOC_021394","XLOC_021394","Ank2","2:231224640-231824873","ZL","ZDF","OK",12.2622,3.91289,-1.64791,-2.18803,5e-05,0.00520877,"yes"
"21395","XLOC_021395","XLOC_021395","Larp7","2:231866817-231882193","ZL","ZDF","OK",11.5001,6.98465,-0.719385,-1.52369,0.03215,0.30739,"no"
"21418","XLOC_021418","XLOC_021418","Sgms2","2:236457978-236517324","ZL","ZDF","OK",2.46516,0.759608,-1.69835,-2.68757,0.00055,0.0292018,"yes"
"21424","XLOC_021424","XLOC_021424","Npnt","2:238000812-238068694","ZL","ZDF","OK",1.01632,1.82805,0.846942,1.48281,0.0301,0.30033,"no"
"21496","XLOC_021496","XLOC_021496","Ifi44","2:256897770-256915569","ZL","ZDF","OK",10.1779,16.8978,0.7314,1.39628,0.0475,0.36558,"no"
"21516","XLOC_021516","XLOC_021516","Tnni3k","2:261042963-261337236","ZL","ZDF","OK",55.5755,19.8241,-1.48719,-2.5758,0.00045,0.0253627,"yes"
"21521","XLOC_021521","XLOC_021521","Cth","2:264266983-264293046","ZL","ZDF","OK",0.363928,0.0508841,-2.83837,-1.64619,0.02465,0.272277,"no"
"21523","XLOC_021523","XLOC_021523","Srsf11","2:264836609-264864269","ZL","ZDF","OK",23.6433,47.5677,1.00855,1.61772,0.02635,0.28062,"no"
"22211","XLOC_022211","XLOC_022211","Abcf1","20:3309881-3322872","ZL","ZDF","OK",54.4747,29.5823,-0.880852,-1.40104,0.02075,0.251298,"no"
"22219","XLOC_022219","XLOC_022219","Ddr1","20:3552928-3575901","ZL","ZDF","OK",16.545,9.25089,-0.838734,-1.22046,0.0103,0.171129,"no"
"22226","XLOC_022226","XLOC_022226","Col11a2","20:3830163-3859837","ZL","ZDF","OK",1.11449,2.27642,1.03038,2.08215,0.0037,0.0923152,"no"
"22287","XLOC_022287","XLOC_022287","Phf1","20:5526946-5531946","ZL","ZDF","OK",18.6762,34.0612,0.866932,1.76888,0.01405,0.205341,"no"
"22288","XLOC_022288","XLOC_022288","Syngap1","20:5535433-5565604","ZL","ZDF","OK",2.50882,4.34571,0.792584,1.50966,0.0363,0.322364,"no"
"22291","XLOC_022291","XLOC_022291","Itpr3","20:5645988-5711925","ZL","ZDF","OK",3.61142,6.06567,0.748102,1.52835,0.0323,0.30762,"no"
"22300","XLOC_022300","XLOC_022300","Cdkn1a","20:6351407-6358921","ZL","ZDF","OK",12.192,23.3005,0.934423,1.91342,0.00735,0.140122,"no"
"22319","XLOC_022319","XLOC_022319","AC106225.1","20:7887495-7889513","ZL","ZDF","OK",0.498254,45.3891,6.50932,1.70746,0.00475,0.107639,"no"
"22338","XLOC_022338","XLOC_022338","Abcg1","20:9743268-9842738","ZL","ZDF","OK",6.28101,3.22493,-0.961729,-1.97541,0.00535,0.11518,"no"
"22340","XLOC_022340","XLOC_022340","Slc37a1","20:10032640-10087688","ZL","ZDF","OK",11.5889,7.17829,-0.691036,-1.47853,0.03695,0.324879,"no"
"22349","XLOC_022349","XLOC_022349","AABR07044570.1","20:10727512-10729072","ZL","ZDF","OK",0.145881,0.649605,2.15477,1.81356,0.0378,0.327764,"no"
"22356","XLOC_022356","XLOC_022356","Agpat3","20:11060664-11144810","ZL","ZDF","OK",13.2498,5.47828,-1.27418,-2.48499,0.00065,0.0330733,"yes"
"22373","XLOC_022373","XLOC_022373","Adarb1","20:11972380-12101066","ZL","ZDF","OK",3.82328,7.23858,0.920897,1.97273,0.00645,0.129595,"no"
"22375","XLOC_022375","XLOC_022375","Pcbp3","20:12429309-12629983","ZL","ZDF","OK",18.7973,9.39185,-1.00105,-2.09623,0.00295,0.0810549,"no"
"22380","XLOC_022380","XLOC_022380","Ybey","20:12917110-12926587","ZL","ZDF","OK",1.4923,0.822289,-0.859821,-1.5812,0.0245,0.271713,"no"
"22391","XLOC_022391","XLOC_022391","Gstt2","20:13760603-13764484","ZL","ZDF","OK",14.1301,26.6801,0.916989,1.93612,0.0067,0.132678,"no"
"22399","XLOC_022399","XLOC_022399","Lrrc75b","20:14050464-14062009","ZL","ZDF","OK",6.94232,2.42666,-1.51645,-3.07073,5e-05,0.00520877,"yes"
"22400","XLOC_022400","XLOC_022400","Gucd1","20:14101653-14103991","ZL","ZDF","OK",13.783,7.7439,-0.831756,-1.66788,0.0136,0.201307,"no"
"22405","XLOC_022405","XLOC_022405","AABR07044711.1","20:18045426-18047019","ZL","ZDF","OK",1.85566,0.764982,-1.27843,-1.73909,0.01515,0.213606,"no"
"22409","XLOC_022409","XLOC_022409","Ube2d1","20:18547369-18581765","ZL","ZDF","OK",32.0293,15.0554,-1.08911,-2.25112,0.00205,0.0679654,"no"
"22423","XLOC_022423","XLOC_022423","Cdk1","20:20576376-20591549","ZL","ZDF","OK",3.07792,1.36913,-1.1687,-1.73282,0.01685,0.224609,"no"
"22429","XLOC_022429","XLOC_022429","RGD1306739","20:21316779-21427993","ZL","ZDF","OK",32.0935,16.4454,-0.964602,-1.86718,0.00975,0.165366,"no"
"22445","XLOC_022445","XLOC_022445","Dnajc12","20:26893015-26913016","ZL","ZDF","OK",15.0748,8.79119,-0.778007,-1.5592,0.027,0.284065,"no"
"22457","XLOC_022457","XLOC_022457","Ccdc138","20:28078499-28157071","ZL","ZDF","OK",0.425601,0.132899,-1.67917,-1.59004,0.04365,0.351599,"no"
"22458","XLOC_022458","XLOC_022458","Sh3rf3","20:28355407-28720379","ZL","ZDF","OK",4.97082,1.52955,-1.70038,-3.53344,5e-05,0.00520877,"yes"
"22464","XLOC_022464","XLOC_022464","Micu1","20:29284852-29432258","ZL","ZDF","OK",12.7215,5.62837,-1.17648,-2.41982,0.00075,0.0360739,"yes"
"22477","XLOC_022477","XLOC_022477","Lrrc20","20:31096023-31202584","ZL","ZDF","OK",17.2237,9.35218,-0.88102,-1.68372,0.0178,0.230425,"no"
"22494","XLOC_022494","XLOC_022494","Dcbld1","20:33359154-33455171","ZL","ZDF","OK",3.38808,6.75726,0.995968,1.91456,0.0073,0.139897,"no"
"22510","XLOC_022510","XLOC_022510","Gja1","20:37876649-37889089","ZL","ZDF","OK",147.736,57.4675,-1.3622,-1.91984,0.0064,0.128826,"no"
"22513","XLOC_022513","XLOC_022513","Hs3st5","20:40236436-40545494","ZL","ZDF","OK",2.73553,0.857854,-1.67301,-3.02326,5e-05,0.00520877,"yes"
"22532","XLOC_022532","XLOC_022532","Lama4","20:44060730-44220702","ZL","ZDF","OK",24.6459,13.3072,-0.88914,-1.66839,0.0196,0.243476,"no"
"22535","XLOC_022535","XLOC_022535","Traf3ip2","20:44680044-44722878","ZL","ZDF","OK",5.68573,11.1889,0.976647,1.4708,0.0347,0.317148,"no"
"22551","XLOC_022551","XLOC_022551","Ppil6","20:46215378-46243763","ZL","ZDF","OK",0.428574,1.54904,1.85376,1.80126,0.02055,0.250116,"no"
"22561","XLOC_022561","XLOC_022561","Ostm1","20:47395013-47431584","ZL","ZDF","OK",6.37023,3.77785,-0.753781,-1.49056,0.0371,0.325158,"no"
"22572","XLOC_022572","XLOC_022572","Rtn4ip1","20:48881193-48925324","ZL","ZDF","OK",19.2044,8.47625,-1.17994,-2.10827,0.0031,0.0825953,"no"
"22578","XLOC_022578","XLOC_022578","Prep","20:50172617-50271446","ZL","ZDF","OK",8.32108,4.11905,-1.01446,-2.13166,0.0018,0.0627033,"no"
"22581","XLOC_022581","XLOC_022581","Bves","20:50439882-50477490","ZL","ZDF","OK",21.6202,10.9181,-0.985653,-1.51318,0.02735,0.285596,"no"
"22631","XLOC_022631","XLOC_022631","Gabbr1","20:1955358-1984863","ZL","ZDF","OK",14.9539,26.4778,0.824261,1.14821,0.0326,0.308414,"no"
"22657","XLOC_022657","XLOC_022657","LOC100364500","20:2704147-2707120","ZL","ZDF","OK",6.27648,10.5193,0.745014,1.50533,0.0353,0.31905,"no"
"22753","XLOC_022753","XLOC_022753","Ip6k3","20:5733257-5754773","ZL","ZDF","OK",4.11392,8.29426,1.0116,2.04796,0.00535,0.11518,"no"
"22761","XLOC_022761","XLOC_022761","Stk38","20:6224295-6257579","ZL","ZDF","OK",9.73528,16.9626,0.801063,1.58031,0.02645,0.281276,"no"
"22770","XLOC_022770","XLOC_022770","Nudt3","20:7155747-7208292","ZL","ZDF","OK",76.2009,38.3805,-0.989433,-1.85095,0.00865,0.153088,"no"
"22782","XLOC_022782","XLOC_022782","Fkbp5","20:7976304-8061710","ZL","ZDF","OK",5.83565,20.7836,1.83248,3.81191,5e-05,0.00520877,"yes"
"22791","XLOC_022791","XLOC_022791","Btbd9","20:8899264-9253936","ZL","ZDF","OK",2.63248,1.38701,-0.924441,-1.4081,0.0454,0.358197,"no"
"22794","XLOC_022794","XLOC_022794","Tff3","20:9850802-9855481","ZL","ZDF","OK",0,1.53018,Inf,NA,0.01155,0.183572,"no"
"22805","XLOC_022805","XLOC_022805","Sik1","20:10668410-10680283","ZL","ZDF","OK",2.67056,5.51906,1.04728,2.23793,0.00155,0.0567842,"no"
"22812","XLOC_022812","XLOC_022812","RGD1309594","20:11417340-11424324","ZL","ZDF","OK",5.95057,3.42204,-0.79817,-1.58216,0.0251,0.273808,"no"
"22829","XLOC_022829","XLOC_022829","Pofut2","20:12117810-12128747","ZL","ZDF","OK",25.4277,15.0696,-0.754765,-1.58975,0.02305,0.264162,"no"
"22844","XLOC_022844","XLOC_022844","Zfp280b","20:13567599-13581175","ZL","ZDF","OK",1.41308,0.665969,-1.08532,-1.88113,0.00925,0.160224,"no"
"22850","XLOC_022850","XLOC_022850","U6","20:13988433-13991757","ZL","ZDF","OK",8.45066,18.3419,1.118,2.16811,0.00235,0.0711935,"no"
"22881","XLOC_022881","XLOC_022881","Slc16a9","20:19634104-19637958","ZL","ZDF","OK",1.99422,0.909504,-1.13267,-2.00835,0.0047,0.107169,"no"
"22907","XLOC_022907","XLOC_022907","Ctnna3","20:25054806-25826661","ZL","ZDF","OK",5.48459,2.94042,-0.899364,-1.86777,0.00795,0.145989,"no"
"22911","XLOC_022911","XLOC_022911","Pbld1","20:27103228-27118673","ZL","ZDF","OK",3.29528,6.69278,1.02221,2.04868,0.0045,0.104782,"no"
"22926","XLOC_022926","XLOC_022926","AABR07044959.1","20:28352034-28355285","ZL","ZDF","OK",2.60395,0.350085,-2.89492,-2.60886,3e-04,0.019395,"yes"
"22930","XLOC_022930","XLOC_022930","Mcu","20:29037449-29199224","ZL","ZDF","OK",8.01903,4.82124,-0.734025,-1.53528,0.02915,0.29419,"no"
"22934","XLOC_022934","XLOC_022934","Ddit4","20:29509288-29511382","ZL","ZDF","OK",13.0198,62.2595,2.25758,4.58041,5e-05,0.00520877,"yes"
"22947","XLOC_022947","XLOC_022947","Eif4ebp2","20:31055788-31072469","ZL","ZDF","OK",8.11044,5.01562,-0.693353,-1.41842,0.0425,0.347542,"no"
"22952","XLOC_022952","XLOC_022952","Hk1","20:31910173-31956649","ZL","ZDF","OK",50.8845,23.8476,-1.09338,-1.87428,0.007,0.136286,"no"
"22956","XLOC_022956","XLOC_022956","Srgn","20:32120049-32158028","ZL","ZDF","OK",31.4499,55.435,0.817744,1.68358,0.01545,0.216172,"no"
"22957","XLOC_022957","XLOC_022957","LOC606294","20:32191733-32211453","ZL","ZDF","OK",11.8378,6.16903,-0.940286,-2.00644,0.00445,0.103728,"no"
"22962","XLOC_022962","XLOC_022962","Zufsp","20:32471671-32501722","ZL","ZDF","OK",6.96951,15.2981,1.13422,2.37053,0.00075,0.0360739,"yes"
"22998","XLOC_022998","XLOC_022998","Slc16a10","20:45138462-45260119","ZL","ZDF","OK",1.6128,0.857537,-0.911295,-1.41471,0.0445,0.354545,"no"
"23003","XLOC_023003","XLOC_023003","Amd1","20:45383416-45399694","ZL","ZDF","OK",27.1758,47.8777,0.817033,1.4569,0.0392,0.333716,"no"
"23014","XLOC_023014","XLOC_023014","Lace1","20:47038363-47044788","ZL","ZDF","OK",19.9885,11.1384,-0.843636,-1.6708,0.01575,0.21719,"no"
"23016","XLOC_023016","XLOC_023016","Lace1","20:47208579-47208812","ZL","ZDF","OK",27.9639,8.29126,-1.7539,-1.80689,0.02775,0.287995,"no"
"23026","XLOC_023026","XLOC_023026","Qrsl1","20:48855589-48881119","ZL","ZDF","OK",15.1943,9.48853,-0.679275,-1.44069,0.04465,0.355084,"no"
"23028","XLOC_023028","XLOC_023028","Prdm1","20:49464918-49556518","ZL","ZDF","OK",1.3028,0.72226,-0.851027,-1.52693,0.0236,0.26589,"no"
"23278","XLOC_023278","XLOC_023278","AABR07051177.1","3:8359-10251","ZL","ZDF","OK",1.23847,2.87709,1.21605,1.63421,0.0083,0.15053,"no"
"23292","XLOC_023292","XLOC_023292","LOC100911867","3:2182956-2261946","ZL","ZDF","OK",8.07819,16.3556,1.01768,1.63811,0.01975,0.244302,"no"
"23308","XLOC_023308","XLOC_023308","Sapcd2","3:2591330-2597309","ZL","ZDF","OK",3.03125,0.429753,-2.81833,-4.02499,5e-05,0.00520877,"yes"
"23368","XLOC_023368","XLOC_023368","Adamtsl2","3:5624505-5654910","ZL","ZDF","OK",4.39236,11.051,1.33111,2.3017,0.0015,0.0558839,"no"
"23375","XLOC_023375","XLOC_023375","Ppp1r26","3:7033709-7040612","ZL","ZDF","OK",1.97971,0.97863,-1.01645,-2.02639,0.00415,0.0993759,"no"
"23376","XLOC_023376","XLOC_023376","Mrps2","3:7047602-7058603","ZL","ZDF","OK",12.2161,6.90873,-0.822286,-1.72129,0.0144,0.207558,"no"
"23403","XLOC_023403","XLOC_023403","AABR07051399.1","3:9185812-9186116","ZL","ZDF","OK",1.19246,0,-Inf,NA,0.00385,0.0946609,"no"
"23419","XLOC_023419","XLOC_023419","Ppapdc3","3:11114550-11130425","ZL","ZDF","OK",24.205,13.5189,-0.840321,-1.75814,0.0115,0.183175,"no"
"23430","XLOC_023430","XLOC_023430","Naif1","3:11476882-11483114","ZL","ZDF","OK",1.58635,0.83161,-0.93173,-1.64974,0.02095,0.251778,"no"
"23438","XLOC_023438","XLOC_023438","Sh2d3c,Tor2a","3:11756383-11810901","ZL","ZDF","OK",22.2512,43.6457,0.971958,1.68761,0.0165,0.222371,"no"
"23445","XLOC_023445","XLOC_023445","Angptl2","3:12178852-12415073","ZL","ZDF","OK",22.7786,10.4148,-1.12905,-2.21158,0.00235,0.0711935,"no"
"23458","XLOC_023458","XLOC_023458","Ptgs1","3:15560711-15582547","ZL","ZDF","OK",2.79917,4.8868,0.803889,1.62258,0.0231,0.264184,"no"
"23596","XLOC_023596","XLOC_023596","Kcnj3","3:41017692-41183971","ZL","ZDF","OK",14.6218,4.68173,-1.64301,-3.07897,5e-05,0.00520877,"yes"
"23598","XLOC_023598","XLOC_023598","Gpd2","3:43223141-43359074","ZL","ZDF","OK",5.1315,3.14613,-0.705802,-1.47147,0.0398,0.335575,"no"
"23610","XLOC_023610","XLOC_023610","Psmd14","3:47578383-47673338","ZL","ZDF","OK",28.0811,16.6107,-0.757484,-1.5463,0.02845,0.291543,"no"
"23630","XLOC_023630","XLOC_023630","Cers6","3:55094636-55338445","ZL","ZDF","OK",0.439716,0.0980845,-2.16448,-1.76761,0.03195,0.306812,"no"
"23638","XLOC_023638","XLOC_023638","Phospho2","3:56030914-56038193","ZL","ZDF","OK",7.41836,4.59414,-0.691304,-1.44991,0.0406,0.339456,"no"
"23639","XLOC_023639","XLOC_023639","Klhl23","3:56056924-56070614","ZL","ZDF","OK",14.4294,7.81808,-0.884126,-1.75663,0.0141,0.205662,"no"
"23663","XLOC_023663","XLOC_023663","Pdk1","3:58530869-58561905","ZL","ZDF","OK",78.873,33.4387,-1.23801,-1.60705,0.02405,0.268619,"no"
"23675","XLOC_023675","XLOC_023675","Scrn3","3:60024012-60048746","ZL","ZDF","OK",13.0808,7.04277,-0.893236,-1.93933,0.00675,0.133188,"no"
